speaker,contributions,words,weight_topic_0,weight_topic_1,weight_topic_2,weight_topic_3,weight_topic_4,mean_topic_0,mean_topic_1,mean_topic_2,mean_topic_3,mean_topic_4,total_topic_weight
Lord Flight,1,25,0.4726804510395966,0.48361869363897547,0.014489048169273898,0.014751509834007585,0.014460297318146383,0.4726804510395966,0.48361869363897547,0.014489048169273898,0.014751509834007585,0.014460297318146383,0.9999999999999999
Lord Naseby,1,441,0.001287648035210569,0.630567329942908,0.001273791882357397,0.3655855484685955,0.001285681670928489,0.001287648035210569,0.630567329942908,0.001273791882357397,0.3655855484685955,0.001285681670928489,0.9999999999999999
Lord Ranger of Northwood,1,141,0.22471987389270823,0.7011937657474703,0.0028882655331098194,0.002935328939373482,0.06826276588733812,0.22471987389270823,0.7011937657474703,0.0028882655331098194,0.002935328939373482,0.06826276588733812,0.9999999999999999
The Chief Secretary to the Treasury (Darren Jones),1,307,0.0010838612489795908,0.0010867437683865751,0.23207958895946604,0.7646745007212239,0.0010753053019438219,0.0010838612489795908,0.0010867437683865751,0.23207958895946604,0.7646745007212239,0.0010753053019438219,0.9999999999999999
The Financial Secretary to the Treasury (Andrew Griffith),1,78,0.005881533068867682,0.9766665486876404,0.005857785708132238,0.005772918826780554,0.00582121370857917,0.005881533068867682,0.9766665486876404,0.005857785708132238,0.005772918826780554,0.00582121370857917,0.9999999999999999
The First Deputy Chairman of Ways and Means (Judith Cummins),1,43,0.011925541498562339,0.011925299607703823,0.9523420387661231,0.011864687342267755,0.011942432785342896,0.011925541498562339,0.011925299607703823,0.9523420387661231,0.011864687342267755,0.011942432785342896,0.9999999999999999
The Minister for Courts and Legal Services (Sarah Sackman),1,736,0.0005556158581861446,0.0005558087125696018,0.0005545537010933299,0.0005537127712155936,0.9977803089569353,0.0005556158581861446,0.0005558087125696018,0.0005545537010933299,0.0005537127712155936,0.9977803089569353,0.9999999999999999
Alexander Stafford (Rother Valley),1,336,0.0015889386748770013,0.7373438408189911,0.0015622866530606249,0.2579437579312613,0.0015611759218099757,0.0015889386748770013,0.7373438408189911,0.0015622866530606249,0.2579437579312613,0.0015611759218099757,0.9999999999999998
Alun Cairns,1,100,0.14590333551363469,0.469552177825892,0.004297310692698934,0.3760257083041368,0.004221467663637439,0.14590333551363469,0.469552177825892,0.004297310692698934,0.3760257083041368,0.004221467663637439,0.9999999999999998
Dame Angela Eagle (Wallasey),1,111,0.005321432547840627,0.005336101868824361,0.28454413196547335,0.6994100666505317,0.005388266967329787,0.005321432547840627,0.005336101868824361,0.28454413196547335,0.6994100666505317,0.005388266967329787,0.9999999999999998
Lord Bethell,1,51,0.01205739529898207,0.9518110335288705,0.011999562454851257,0.012190150962870488,0.011941857754425434,0.01205739529898207,0.9518110335288705,0.011999562454851257,0.012190150962870488,0.011941857754425434,0.9999999999999998
Mark Garnier (Wyre Forest),1,377,0.001490005069746998,0.0014927472768110541,0.001506892685707454,0.9940245791462459,0.0014857758214885056,0.001490005069746998,0.0014927472768110541,0.001506892685707454,0.9940245791462459,0.0014857758214885056,0.9999999999999998
Mr Pat McFadden (Wolverhampton South East),1,1859,0.23134175028035206,0.2599136690824491,0.23069357847367242,0.2777104501275475,0.0003405520359787422,0.23134175028035206,0.2599136690824491,0.23069357847367242,0.2777104501275475,0.0003405520359787422,0.9999999999999998
Lord Hunt of Kings Heath,1,746,0.5961157539968204,0.4020317124515022,0.000618503324440811,0.0006209061283989714,0.0006131240988373414,0.5961157539968204,0.4020317124515022,0.000618503324440811,0.0006209061283989714,0.0006131240988373414,0.9999999999999996
