speaker,contributions,topic,weight,mean_probability
Dr Mullan,1,4,0.7250798797982313,0.7250798797982313
Esther McVey (in the Chair),1,0,0.025620885237629634,0.025620885237629634
Esther McVey (in the Chair),1,1,0.025661784266673673,0.025661784266673673
Esther McVey (in the Chair),1,2,0.8978103519263665,0.8978103519263665
Esther McVey (in the Chair),1,3,0.02530234704880365,0.02530234704880365
Esther McVey (in the Chair),1,4,0.02560463152052659,0.02560463152052659
"Jeff Smith (Manchester, Withington)",1,0,0.00048601701593753194,0.00048601701593753194
"Jeff Smith (Manchester, Withington)",1,1,0.9980539024695569,0.9980539024695569
"Jeff Smith (Manchester, Withington)",1,2,0.0004855178762454551,0.0004855178762454551
"Jeff Smith (Manchester, Withington)",1,3,0.0004905079974857075,0.0004905079974857075
"Jeff Smith (Manchester, Withington)",1,4,0.0004840546407743692,0.0004840546407743692
Lord Brennan of Canton,1,0,0.37850203397868576,0.37850203397868576
Lord Brennan of Canton,1,1,0.011988215837188586,0.011988215837188586
Lord Brennan of Canton,1,2,0.012147785885996338,0.012147785885996338
Lord Brennan of Canton,1,3,0.5855002375220674,0.5855002375220674
Lord Brennan of Canton,1,4,0.011861726776061942,0.011861726776061942
Lord Desai (Non-Afl),1,0,0.12771371535762055,0.12771371535762055
Lord Desai (Non-Afl),1,1,0.0011636330763169403,0.0011636330763169403
Lord Desai (Non-Afl),1,2,0.0011533436531760157,0.0011533436531760157
Lord Desai (Non-Afl),1,3,0.8688133349614866,0.8688133349614866
Lord Desai (Non-Afl),1,4,0.0011559729513998987,0.0011559729513998987
Lord Foulkes of Cumnock (Lab Co-op),1,0,0.47260179563817034,0.47260179563817034
Lord Foulkes of Cumnock (Lab Co-op),1,1,0.009674575858925656,0.009674575858925656
Lord Foulkes of Cumnock (Lab Co-op),1,2,0.009674460971628837,0.009674460971628837
Lord Foulkes of Cumnock (Lab Co-op),1,3,0.49834301322949137,0.49834301322949137
Lord Foulkes of Cumnock (Lab Co-op),1,4,0.009706154301783869,0.009706154301783869
Lord Freyberg,1,0,0.0005223076311959445,0.0005223076311959445
Lord Freyberg,1,1,0.0005238200352700361,0.0005238200352700361
Lord Freyberg,1,2,0.897652374853943,0.897652374853943
Lord Freyberg,1,3,0.000524067066051084,0.000524067066051084
Lord Freyberg,1,4,0.10077743041353998,0.10077743041353998
Lord Jones of Cheltenham (LD) [V],1,0,0.44837322535975505,0.44837322535975505
Lord Jones of Cheltenham (LD) [V],1,1,0.5331668493762999,0.5331668493762999
Lord Jones of Cheltenham (LD) [V],1,2,0.006144457814242703,0.006144457814242703
Lord Jones of Cheltenham (LD) [V],1,3,0.006211303906245163,0.006211303906245163
Lord Jones of Cheltenham (LD) [V],1,4,0.00610416354345727,0.00610416354345727
Lord King of Lothbury,1,0,0.0005166377115416855,0.0005166377115416855
Lord King of Lothbury,1,1,0.0005117019098930688,0.0005117019098930688
Lord King of Lothbury,1,2,0.0005084225388755973,0.0005084225388755973
Lord King of Lothbury,1,3,0.9979533177012001,0.9979533177012001
Lord King of Lothbury,1,4,0.0005099201384895037,0.0005099201384895037
Lord Lee of Trafford,1,0,0.012663287103754552,0.012663287103754552
Lord Lee of Trafford,1,1,0.8080020920475325,0.8080020920475325
Lord Lee of Trafford,1,2,0.012632044150643179,0.012632044150643179
Lord Lee of Trafford,1,3,0.15407354737172646,0.15407354737172646
Lord Lee of Trafford,1,4,0.012629029326343367,0.012629029326343367
Lord McNicol of West Kilbride,1,0,0.009738869553541285,0.009738869553541285
Lord McNicol of West Kilbride,1,1,0.009742740662937708,0.009742740662937708
Lord McNicol of West Kilbride,1,2,0.009604751350113223,0.009604751350113223
Lord McNicol of West Kilbride,1,3,0.9612786288562222,0.9612786288562222
Lord McNicol of West Kilbride,1,4,0.009635009577185726,0.009635009577185726
Lord Mountevans,1,0,0.73525258473135,0.73525258473135
Lord Mountevans,1,1,0.26177039602438856,0.26177039602438856
Lord Mountevans,1,2,0.0009879512989467698,0.0009879512989467698
Lord Mountevans,1,3,0.000996784742161722,0.000996784742161722
Lord Mountevans,1,4,0.0009922832031528776,0.0009922832031528776
Lord Tunnicliffe (Lab) [V],1,0,0.7149712263169465,0.7149712263169465
Lord Tunnicliffe (Lab) [V],1,1,0.025898784702312425,0.025898784702312425
Lord Tunnicliffe (Lab) [V],1,2,0.0009613902386958326,0.0009613902386958326
Lord Tunnicliffe (Lab) [V],1,3,0.2572202420377595,0.2572202420377595
Lord Tunnicliffe (Lab) [V],1,4,0.0009483567042856859,0.0009483567042856859
Matt Vickers (Stockton West),1,0,0.001025460601612608,0.001025460601612608
Matt Vickers (Stockton West),1,1,0.0010240530246960903,0.0010240530246960903
Matt Vickers (Stockton West),1,2,0.9959050966436434,0.9959050966436434
Matt Vickers (Stockton West),1,3,0.0010196192443611013,0.0010196192443611013
Matt Vickers (Stockton West),1,4,0.0010257704856869105,0.0010257704856869105
Mr Will Forster,1,0,0.9672180551716589,0.9672180551716589
Mr Will Forster,1,1,0.008135727712283191,0.008135727712283191
Mr Will Forster,1,2,0.008265141826520652,0.008265141826520652
Mr Will Forster,1,3,0.008153564614945338,0.008153564614945338
Mr Will Forster,1,4,0.008227510674592011,0.008227510674592011
Rishi Sunak,1,0,0.9960094201556222,0.9960094201556222
Rishi Sunak,1,1,0.001005064184509118,0.001005064184509118
Rishi Sunak,1,2,0.000991113671938346,0.000991113671938346
Rishi Sunak,1,3,0.001006292971526542,0.001006292971526542
Rishi Sunak,1,4,0.000988109016403788,0.000988109016403788
Sarah Owen (Luton North),1,0,0.010259687667517097,0.010259687667517097
Sarah Owen (Luton North),1,1,0.9589753553426867,0.9589753553426867
Sarah Owen (Luton North),1,2,0.010289867270136551,0.010289867270136551
Sarah Owen (Luton North),1,3,0.010281488121981364,0.010281488121981364
Sarah Owen (Luton North),1,4,0.010193601597678298,0.010193601597678298
Sir John Whittingdale (Maldon),1,0,0.004828540738736956,0.004828540738736956
Sir John Whittingdale (Maldon),1,1,0.004852548835342868,0.004852548835342868
Sir John Whittingdale (Maldon),1,2,0.9805778655171817,0.9805778655171817
Sir John Whittingdale (Maldon),1,3,0.004870075314408885,0.004870075314408885
Sir John Whittingdale (Maldon),1,4,0.004870969594329529,0.004870969594329529
The Archbishop of Canterbury,1,0,0.8407993442705083,0.8407993442705083
The Archbishop of Canterbury,1,1,0.0007679337532029201,0.0007679337532029201
The Archbishop of Canterbury,1,2,0.0007733270659725803,0.0007733270659725803
The Archbishop of Canterbury,1,3,0.1568876684531635,0.1568876684531635
The Archbishop of Canterbury,1,4,0.0007717264571527536,0.0007717264571527536
The Earl of Devon,1,0,0.007005956894327944,0.007005956894327944
The Earl of Devon,1,1,0.9718664015645633,0.9718664015645633
The Earl of Devon,1,2,0.006971638792595608,0.006971638792595608
The Earl of Devon,1,3,0.007129401508771494,0.007129401508771494
The Earl of Devon,1,4,0.007026601239741658,0.007026601239741658
The Economic Secretary to the Treasury (Richard Fuller),1,0,0.0007560017828685192,0.0007560017828685192
The Economic Secretary to the Treasury (Richard Fuller),1,1,0.3277687926518138,0.3277687926518138
The Economic Secretary to the Treasury (Richard Fuller),1,2,0.0007533227956960125,0.0007533227956960125
The Economic Secretary to the Treasury (Richard Fuller),1,3,0.6699639013721145,0.6699639013721145
The Economic Secretary to the Treasury (Richard Fuller),1,4,0.0007579813975072249,0.0007579813975072249
The Financial Secretary to the Treasury (Lord Livermore),1,0,0.40313167401310845,0.40313167401310845
The Financial Secretary to the Treasury (Lord Livermore),1,1,0.5794130694690914,0.5794130694690914
The Financial Secretary to the Treasury (Lord Livermore),1,2,0.005778291740550281,0.005778291740550281
The Financial Secretary to the Treasury (Lord Livermore),1,3,0.005773840270368004,0.005773840270368004
The Financial Secretary to the Treasury (Lord Livermore),1,4,0.005903124506881742,0.005903124506881742
The Lord Speaker (Lord McFall of Alcluith),1,0,0.05082856105983938,0.05082856105983938
The Lord Speaker (Lord McFall of Alcluith),1,1,0.05016954049334988,0.05016954049334988
The Lord Speaker (Lord McFall of Alcluith),1,2,0.05000496076195311,0.05000496076195311
The Lord Speaker (Lord McFall of Alcluith),1,3,0.7989240595874998,0.7989240595874998
The Lord Speaker (Lord McFall of Alcluith),1,4,0.05007287809735786,0.05007287809735786
The Minister for Security (Dan Jarvis),1,0,0.0005621038459597961,0.0005621038459597961
The Minister for Security (Dan Jarvis),1,1,0.0005636680461700275,0.0005636680461700275
The Minister for Security (Dan Jarvis),1,2,0.9977485921995949,0.9977485921995949
The Minister for Security (Dan Jarvis),1,3,0.0005615796387027737,0.0005615796387027737
The Minister for Security (Dan Jarvis),1,4,0.0005640562695725162,0.0005640562695725162
"The Minister of State, Ministry of Justice (Sarah Sackman)",1,0,0.003629016021249072,0.003629016021249072
"The Minister of State, Ministry of Justice (Sarah Sackman)",1,1,0.0036255577303367114,0.0036255577303367114
"The Minister of State, Ministry of Justice (Sarah Sackman)",1,2,0.0035597239775453466,0.0035597239775453466
"The Minister of State, Ministry of Justice (Sarah Sackman)",1,3,0.0035771483026804693,0.0035771483026804693
"The Minister of State, Ministry of Justice (Sarah Sackman)",1,4,0.9856085539681884,0.9856085539681884
"The Parliamentary Under-Secretary of State for Digital, Culture, Media and Sport (Stuart Andrew)",1,0,0.0002340536410786277,0.0002340536410786277
"The Parliamentary Under-Secretary of State for Digital, Culture, Media and Sport (Stuart Andrew)",1,1,0.9990640195997833,0.9990640195997833
"The Parliamentary Under-Secretary of State for Digital, Culture, Media and Sport (Stuart Andrew)",1,2,0.00023338411523204456,0.00023338411523204456
"The Parliamentary Under-Secretary of State for Digital, Culture, Media and Sport (Stuart Andrew)",1,3,0.00023492842023638911,0.00023492842023638911
"The Parliamentary Under-Secretary of State for Digital, Culture, Media and Sport (Stuart Andrew)",1,4,0.00023361422366963776,0.00023361422366963776
Aaron Bell (Newcastle-under-Lyme),1,0,0.00013306423836481095,0.00013306423836481095
Aaron Bell (Newcastle-under-Lyme),1,1,0.999466422146958,0.999466422146958
Aaron Bell (Newcastle-under-Lyme),1,2,0.00013281146272675786,0.00013281146272675786
Aaron Bell (Newcastle-under-Lyme),1,3,0.00013419938092634442,0.00013419938092634442
Aaron Bell (Newcastle-under-Lyme),1,4,0.00013350277102399898,0.00013350277102399898
Baroness McIntosh of Pickering,1,0,0.7052824808391128,0.7052824808391128
Baroness McIntosh of Pickering,1,1,0.018824926704808634,0.018824926704808634
Baroness McIntosh of Pickering,1,2,0.23870892287289605,0.23870892287289605
Baroness McIntosh of Pickering,1,3,0.01870792044399522,0.01870792044399522
Baroness McIntosh of Pickering,1,4,0.018475749139187262,0.018475749139187262
Barry Gardiner,1,0,0.009651647916403565,0.009651647916403565
Barry Gardiner,1,1,0.2830759316050169,0.2830759316050169
Barry Gardiner,1,2,0.41795754146414404,0.41795754146414404
Barry Gardiner,1,3,0.2794862542621811,0.2794862542621811
Barry Gardiner,1,4,0.009828624752254336,0.009828624752254336
Charlotte Nichols (Warrington North),1,0,0.014479655356280726,0.014479655356280726
Charlotte Nichols (Warrington North),1,1,0.01466869381111291,0.01466869381111291
Charlotte Nichols (Warrington North),1,2,0.6692013884180691,0.6692013884180691
Charlotte Nichols (Warrington North),1,3,0.28721271049872626,0.28721271049872626
Charlotte Nichols (Warrington North),1,4,0.014437551915811017,0.014437551915811017
"David Simmonds (Ruislip, Northwood and Pinner)",1,0,0.9974159336546383,0.9974159336546383
"David Simmonds (Ruislip, Northwood and Pinner)",1,1,0.0006480256043260418,0.0006480256043260418
"David Simmonds (Ruislip, Northwood and Pinner)",1,2,0.000639991108820313,0.000639991108820313
"David Simmonds (Ruislip, Northwood and Pinner)",1,3,0.0006518844139930142,0.0006518844139930142
"David Simmonds (Ruislip, Northwood and Pinner)",1,4,0.000644165218222154,0.000644165218222154
Jim Shannon,1,0,0.0006649977160433148,0.0006649977160433148
Jim Shannon,1,1,0.6983552455552944,0.6983552455552944
Jim Shannon,1,2,0.29964466732200246,0.29964466732200246
Jim Shannon,1,3,0.0006705575995187963,0.0006705575995187963
Jim Shannon,1,4,0.0006645318071409279,0.0006645318071409279
Lord Flight,1,0,0.4726804510395966,0.4726804510395966
Lord Flight,1,1,0.48361869363897547,0.48361869363897547
Lord Flight,1,2,0.014489048169273898,0.014489048169273898
Lord Flight,1,3,0.014751509834007585,0.014751509834007585
Lord Flight,1,4,0.014460297318146383,0.014460297318146383
Lord Naseby,1,0,0.001287648035210569,0.001287648035210569
Lord Naseby,1,1,0.630567329942908,0.630567329942908
Lord Naseby,1,2,0.001273791882357397,0.001273791882357397
Lord Naseby,1,3,0.3655855484685955,0.3655855484685955
Lord Naseby,1,4,0.001285681670928489,0.001285681670928489
Lord Ranger of Northwood,1,0,0.22471987389270823,0.22471987389270823
Lord Ranger of Northwood,1,1,0.7011937657474703,0.7011937657474703
Lord Ranger of Northwood,1,2,0.0028882655331098194,0.0028882655331098194
Lord Ranger of Northwood,1,3,0.002935328939373482,0.002935328939373482
Lord Ranger of Northwood,1,4,0.06826276588733812,0.06826276588733812
The Chief Secretary to the Treasury (Darren Jones),1,0,0.0010838612489795908,0.0010838612489795908
The Chief Secretary to the Treasury (Darren Jones),1,1,0.0010867437683865751,0.0010867437683865751
The Chief Secretary to the Treasury (Darren Jones),1,2,0.23207958895946604,0.23207958895946604
The Chief Secretary to the Treasury (Darren Jones),1,3,0.7646745007212239,0.7646745007212239
The Chief Secretary to the Treasury (Darren Jones),1,4,0.0010753053019438219,0.0010753053019438219
The Financial Secretary to the Treasury (Andrew Griffith),1,0,0.005881533068867682,0.005881533068867682
The Financial Secretary to the Treasury (Andrew Griffith),1,1,0.9766665486876404,0.9766665486876404
The Financial Secretary to the Treasury (Andrew Griffith),1,2,0.005857785708132238,0.005857785708132238
The Financial Secretary to the Treasury (Andrew Griffith),1,3,0.005772918826780554,0.005772918826780554
The Financial Secretary to the Treasury (Andrew Griffith),1,4,0.00582121370857917,0.00582121370857917
The First Deputy Chairman of Ways and Means (Judith Cummins),1,0,0.011925541498562339,0.011925541498562339
The First Deputy Chairman of Ways and Means (Judith Cummins),1,1,0.011925299607703823,0.011925299607703823
The First Deputy Chairman of Ways and Means (Judith Cummins),1,2,0.9523420387661231,0.9523420387661231
The First Deputy Chairman of Ways and Means (Judith Cummins),1,3,0.011864687342267755,0.011864687342267755
The First Deputy Chairman of Ways and Means (Judith Cummins),1,4,0.011942432785342896,0.011942432785342896
The Minister for Courts and Legal Services (Sarah Sackman),1,0,0.0005556158581861446,0.0005556158581861446
The Minister for Courts and Legal Services (Sarah Sackman),1,1,0.0005558087125696018,0.0005558087125696018
The Minister for Courts and Legal Services (Sarah Sackman),1,2,0.0005545537010933299,0.0005545537010933299
The Minister for Courts and Legal Services (Sarah Sackman),1,3,0.0005537127712155936,0.0005537127712155936
The Minister for Courts and Legal Services (Sarah Sackman),1,4,0.9977803089569353,0.9977803089569353
Alexander Stafford (Rother Valley),1,0,0.0015889386748770013,0.0015889386748770013
Alexander Stafford (Rother Valley),1,1,0.7373438408189911,0.7373438408189911
Alexander Stafford (Rother Valley),1,2,0.0015622866530606249,0.0015622866530606249
Alexander Stafford (Rother Valley),1,3,0.2579437579312613,0.2579437579312613
Alexander Stafford (Rother Valley),1,4,0.0015611759218099757,0.0015611759218099757
Alun Cairns,1,0,0.14590333551363469,0.14590333551363469
Alun Cairns,1,1,0.469552177825892,0.469552177825892
Alun Cairns,1,2,0.004297310692698934,0.004297310692698934
Alun Cairns,1,3,0.3760257083041368,0.3760257083041368
Alun Cairns,1,4,0.004221467663637439,0.004221467663637439
Dame Angela Eagle (Wallasey),1,0,0.005321432547840627,0.005321432547840627
Dame Angela Eagle (Wallasey),1,1,0.005336101868824361,0.005336101868824361
Dame Angela Eagle (Wallasey),1,2,0.28454413196547335,0.28454413196547335
Dame Angela Eagle (Wallasey),1,3,0.6994100666505317,0.6994100666505317
Dame Angela Eagle (Wallasey),1,4,0.005388266967329787,0.005388266967329787
Lord Bethell,1,0,0.01205739529898207,0.01205739529898207
Lord Bethell,1,1,0.9518110335288705,0.9518110335288705
Lord Bethell,1,2,0.011999562454851257,0.011999562454851257
Lord Bethell,1,3,0.012190150962870488,0.012190150962870488
Lord Bethell,1,4,0.011941857754425434,0.011941857754425434
Mark Garnier (Wyre Forest),1,0,0.001490005069746998,0.001490005069746998
Mark Garnier (Wyre Forest),1,1,0.0014927472768110541,0.0014927472768110541
Mark Garnier (Wyre Forest),1,2,0.001506892685707454,0.001506892685707454
Mark Garnier (Wyre Forest),1,3,0.9940245791462459,0.9940245791462459
Mark Garnier (Wyre Forest),1,4,0.0014857758214885056,0.0014857758214885056
Mr Pat McFadden (Wolverhampton South East),1,0,0.23134175028035206,0.23134175028035206
Mr Pat McFadden (Wolverhampton South East),1,1,0.2599136690824491,0.2599136690824491
Mr Pat McFadden (Wolverhampton South East),1,2,0.23069357847367242,0.23069357847367242
Mr Pat McFadden (Wolverhampton South East),1,3,0.2777104501275475,0.2777104501275475
Mr Pat McFadden (Wolverhampton South East),1,4,0.0003405520359787422,0.0003405520359787422
Lord Hunt of Kings Heath,1,0,0.5961157539968204,0.5961157539968204
Lord Hunt of Kings Heath,1,1,0.4020317124515022,0.4020317124515022
Lord Hunt of Kings Heath,1,2,0.000618503324440811,0.000618503324440811
Lord Hunt of Kings Heath,1,3,0.0006209061283989714,0.0006209061283989714
Lord Hunt of Kings Heath,1,4,0.0006131240988373414,0.0006131240988373414
